Clase,Clave,Tema,Subdivición.,,,,
6820,E,Astronomía,Planetas. (Cada uno por separado.). General. Atmósfera. Estudio de la superficie. Movimiento. Rotación.,,,,
6920,E,Astronomía,Cometas. General. Longitudes de onda. Química. Movimiento.,,,,
6940,E,Astronomía,Luz zodiacal.,,,,
6950,E,Astronomía,Meteoros.,,,,
6960,E,Astronomía,"Atmósfera terrestre, Aurora, Líneas telúricas. (Ver también 4580, 5400.).",,,,
7000,E,Astronomía,General. Universo estelar.,,,,
7005,E,Astronomía,"Fotografías estelares, atlas, mapas (reproducciones publicadas, incluida lacarta astrográfica). Estrellas fijas.",,,,
7010,E,Astronomía,Efemérides de estrellas.,,,,
7020,E,Astronomía,Observaciones de posición.,,,,
7030,E,Astronomía,Catálogos de posición a partir de observaciones visuales.,,,,
7040,E,Astronomía,"Catálogos de posición a partir de medidas fotográficas, por ejemplo,catálogo astrográfico.",,,,
7050,E,Astronomía,Comparación y discusión de los catálogos de posición.,,,,
7060,E,Astronomía,Movimiento adecuado.,,,,
7070,E,Astronomía,Paralaje.,,,,
7080,E,Astronomía,Magnitud. Catálogos fotométricos.,,,,
7120,E,Astronomía,"Color (luz integrada). Catálogos de colores. Por ejemplo, Pied Stars.Espectro. (Véase 8000.)",,,,
7140,E,Astronomía,Radiación (Boloinetría). (Véase también C 4200.),,,,
7150,E,Astronomía,Diámetros estelares.,,,,
7160,E,Astronomía,"Distribución en los cielos, según número, magnitud, color, etc.",,,,
7500,E,Astronomía,Estrellas dobles y estrellas múltiples.,,,,
7510,E,Astronomía,Observaciones (visuales y fotográficas).,,,,
7520,E,Astronomía,"Listas. Catálogos. Colores de las estrellas dobles. Sistemas binarios espectroscópicos. (Ver S600.) Observaciones espectroscópicas de sistemas binarios visuales. (Ver S560.) Compañeros invisibles. Distribución en los cielos según número, magnitud, color, etc.",,,,
7530,E,Astronomía,"Discusión de las órbitas. Dimensiones, masa y distancia de los Sistemas Binarios.",,,,
7600,E,Astronomía,"Estrellas variables, incluidas las nuevas y las perdidas Estrellas. Observaciones, curvas de luz. Listas, catálogos. Clasificación. Tipos de estrellas Variables. Espectro. (Ver S300.) Distribución en los cielos según número, magnitud, color, etc.",,,,
7700,E,Astronomía,"Cúmulos de estrellas. Posición.
 Triangulaciones. Estrellas variables en cúmulos. Distribución en los cielossegún número, magnitud, color, etc.",,,,
7800,E,Astronomía,"Nebulosas. Observaciones (forma, brillo, posición).
 Variaciones en las nebulosas.",,,,
7900,E,Astronomía,"La Vía Láctea. Espectroscopia estelar (estrellas, nebulosas, cúmulos).",,,,
8000,E,Astronomía,"Generalidades. (Libros, tratados.)",,,,
8010,E,Astronomía,Estrellas.,,,,
8020,E,Astronomía,Longitudes de onda de la Liga para cada estrellas individuales.,,,,
8040,E,Astronomía,"Comparación de longitudes de onda, intensidad y anchura de las líneas en el diferentes estrellas.",,,,
8050,E,Astronomía,Identificación de elementos. Distribución de la energía en el espectro espectro. ,,,,
8070,E,Astronomía,"Constitución física (Presión, Temperatura).",,,,
8080,E,Astronomía,Clasificación. Estudio de tipos especiales de espectros.,,,,
8100,E,Astronomía,Distribuciones de tipos espectrales en cielo.,,,,
8120,E,Astronomía,Grupos de nebulosas y estrellas. (Con divisiones como para Estrellas).,,,,
8140,E,Astronomía,"Estrellas variables, incluidas las estrellas nuevas. (Con divisiones como para Estrellas).",,,,
8200,E,Astronomía,Espectros especiales.,,,,
8300,E,Astronomía,Fotografías de espectros (publicadas reproducciones).,,,,
8400,E,Astronomía,Dibujos y mapas de los Espectros.,,,,
8450,E,Astronomía,Movimiento en dirección a vista. Métodos. Resultados.,,,,
8500,E,Astronomía,Movimiento variable en la dirección de ver.,,,,
8550,E,Astronomía,"Observaciones espectroscópicas de
 Estrellas dobles visuales.",,,,
8560,E,Astronomía,Binario y múltiple Múltiples.,,,,
8600,E,Astronomía,"Órbitas a partir de observaciones espectroscópicas (para la teoría, véase1820)",,,,
8620,E,Astronomía,"Paralaje de las observaciones (para la teoría, véase 1820).",,,,
9000,E,Astronomía,General. Astronomía antigua.,,,,
9020,E,Astronomía,Otras subdivisiones según los países y las épocas.,,,,
9050,E,Astronomía,General. Astrología.,,,,
9060,E,Astronomía,Otras subdivisiones según los países y las épocas.,,,,
9200,E,Astronomía,General. Medida del tiempo.,,,,
9220,E,Astronomía,Métodos.,,,,
9300,E,Astronomía,General. Regulación del tiempo.,,,,
9310,E,Astronomía,Año solar.,,,,
9320,E,Astronomía,Año lunar.,,,,
9330,E,Astronomía,Mes.,,,,
9340,E,Astronomía,Semana.,,,,
9350,E,Astronomía,Día.,,,,
9360,E,Astronomía,Día sideral.,,,,
9370,E,Astronomía,Día solar medio y verdadero.,,,,
9380,E,Astronomía,"Ecuación del tiempo, etc.",,,,
9390,E,Astronomía,"Subdivisión del día. Horas, recuento, distribución.",,,,
9400,E,Astronomía,El tiempo que se tarda en llegar.,,,,
9410,E,Astronomía,"Hora local, universal y de zona (oficial).",,,,
9120,E,Astronomía,"Calendarios - Juliano. Gregoriano, Almanaque de la Iglesia, Judío, Mohamedan Varios.",,,,
9450,E,Astronomía,Eras.,,,,
0000,R,BACTERIOLOGÍA,Generalidades - Filosofía,,,,
0010,R,BACTERIOLOGÍA,Generalidades - Historia. Biografía.,,,,
0020,R,BACTERIOLOGÍA,"Generalidades - Publicaciones periódicas. Informes de instituciones, sociedades, congresos, laboratorios, etc.",,,,
0030,R,BACTERIOLOGÍA,"Generalidaes - Bibliografía, libros de texto, tratados generales, diccionarios. Catálogos, Tablas.",,,,
0040,R,BACTERIOLOGÍA,Generalidades - Direcciones. Conferencias.,,,,
0050,R,BACTERIOLOGÍA,Generalidades - Pedagogía.,,,,
0060,R,BACTERIOLOGÍA,"Generalidades - Instituciones, colecciones, etc. Economía.",,,,
0070,R,BACTERIOLOGÍA,Generalidades - Nomenclatura.,,,,
0100,R,BACTERIOLOGÍA,Métodos y aparatos. - Generalidades.,,,,
0150,R,BACTERIOLOGÍA,Métodos y aparatos. - Métodos de cultivo.,,,,
0200,R,BACTERIOLOGÍA,Métodos y aparatos. - Esterilización.,,,,
0250,R,BACTERIOLOGÍA,Métodos y aparatos. - Métodos microscópicos. (Véase también L 0110; O 0140.),,,,
0300,R,BACTERIOLOGÍA,Métodos y aparatos. - Manchado.,,,,
0350,R,BACTERIOLOGÍA,Métodos y aparatos. - Aparatos e instrumentos.,,,,
0500,R,BACTERIOLOGÍA,Bacteriología General. - Generalidades,,,,
0520,R,BACTERIOLOGÍA,Bacteriología General. - Morfología - Formulario.,,,,
0540,R,BACTERIOLOGÍA,Bacteriología General. - Morfología - Estructura.,,,,
0560,R,BACTERIOLOGÍA,Bacteriología General. - Morfología - Esporas.,,,,
0580,R,BACTERIOLOGÍA,Bacteriología General. - Morfología - Flagelos.,,,,
1000,R,BACTERIOLOGÍA,Bacteriología General. - Clasificación - Caracteres clasificatorios.,,,,
1050,R,BACTERIOLOGÍA,Bacteriología General. - Clasificación - Sistemas.,,,,
1100,R,BACTERIOLOGÍA,Bacteriología General. - Clasificación - Bacterias.,,,,
1150,R,BACTERIOLOGÍA,Bacteriología General. - Clasificación - Otros organismos vegetales.,,,,
1200,R,BACTERIOLOGÍA,Bacteriología General. - Clasificación - Otros organismos vegetales. - Protozoos. (Véase también N 0403 - 0 - 131).,,,,
1500,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Movimientos.,,,,
1550,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Crecimiento.,,,,
1600,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Nutrición.,,,,
1650,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Relación con el medio ambiente.,,,,
1700,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología -Relación con el medio ambiente - Efectos de la temperatura.,,,,
1720,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Relación con el medio ambiente - Efectos de la luz.,,,,
1800,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Aerobismo. Anaerobismo.,,,,
1820,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Acción sobre las sustancias no nitrogenadas; fermentación.,,,,
1900,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Acción sobre las sustancias nitrogenadas; putrefacción.,,,,
2000,R,BACTERIOLOGÍA,"Bacteriología General. - Fisiología - Oxidación, Nitrificación. Desnitrificación, Fijación del nitrógeno.",,,,
2100,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Composición y productos del metabolismo.,,,,
2200,R,BACTERIOLOGÍA,Bacteriología General. - Fisiología - Toxinas. Antitoxinas. (Ver también Q 1250 - 1280.),,,,
2250,R,BACTERIOLOGÍA,"Bacteriología General. - Fisiología - Simbiosis, antagonismo. (Ver también L 5550: M 3220; N 0219 ; Q 0285, 9050.)",,,,
2500,R,BACTERIOLOGÍA,"Bacteriología Especial. - Bacterias, etc., en relación con el entorno no viviente. - Aire.",,,,
2520,R,BACTERIOLOGÍA,"Bacteriología Especial. - Bacterias, etc., en relación con el entorno no viviente. - Agua.",,,,
2540,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Suelos. ",,,,
2580,R,BACTERIOLOGÍA,"Bacteriología Especial. -  Bacterias, etc., en relación con el entorno no viviente. - Alimentos.",,,,
2590,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Carne, pan.",,,,
2600,R,BACTERIOLOGÍA,"Bacteriología Especial. - Bacterias, etc., en relación con el entorno no viviente. - Leche, productos lácteos.",,,,
2610,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Cerveza, vino.",,,,
2620,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Otros artículos de alimentación.",,,,
2700,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Comercio, excepto en alimentos.",,,,
2720,R,BACTERIOLOGÍA,"Bacteriología Especial. - Bacterias, etc., en relación con el entorno no viviente. - Comercio, excepto en alimentos - Bronceado.",,,,
2740,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Comercio, excepto en alimentos - Tine.",,,,
2800,R,BACTERIOLOGÍA,"Bacteriología Especial. - Bacterias, etc., en relación con el entorno no viviente. - Viviendas.",,,,
2900,R,BACTERIOLOGÍA,"Bacteriología Especial.  - Bacterias, etc., en relación con el entorno no viviente. - Aguas residuales.",,,,
3000,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Bacterias no conocidas como patógenas. - Generalidades.,,,,
3050,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Bacterias patógenas. - Generalidades.,,,,
3100,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Acción patógena.,,,,
3200,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Generalidades.,,,,
3250,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Inmunidad natural.,,,,
3300,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Inmunización.,,,,
3350,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Inmunización - Natural.,,,,
3400,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Imnunización - Artificial (Curativo y preventivo).,,,,
3420,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Imnunización - Artificial (Curativo y preventivo) - Por las bacterias y sus productos.,,,,
3440,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Imnunización - Artificial (Curativo y preventivo) - Por sustancias químicas (pulgadas extractos de órganos). (Véase también Q 9175.).,,,,
3460,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Imnunización - Artificial (Curativo y preventivo) - Por suero.,,,,
3500,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Fenómenos acompañantes.,,,,
3550,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Fenómenos acompañantes - Leucocitosis. (Ver también Q 5202.),,,,
3600,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Fenómenos acompañantes - Reacciones en suero.,,,,
3650,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Fenómenos acompañantes - Aglutinación. (Ver también Q 0207.),,,,
3700,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Fenómenos acompañantes - Bacteriolisis.,,,,
3800,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Desinfección.,,,,
4000,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Generalidades.,,,,
4040,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Enfermedades de la malaria.,,,,
4060,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema.,,,,
4080,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Viruela.,,,,
4100,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Varicela.,,,,
4120,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Sarampión.,,,,
4140,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Rubéola.,,,,
4160,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Escarlatina.,,,,
4180,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Fiebre militar.,,,,
4200,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Exantema - Tifus.,,,,
4220,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Cólera.,,,,
4240,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Tifoidea.,,,,
4260,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Disentería.,,,,
4270,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Pneumonia.,,,,
4280,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Plaga.,,,,
4300,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Fiebre amarilla.,,,,
4320,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Enfermedades de infección de heridas.,,,,
4340,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Enfermedades de infección de heridas - Supuración.,,,,
4360,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Enfermedades de infección de heridas - Flegmón.,,,,
4380,R,BACTERIOLOGÍA,Bacteriología Especial. - Bacterias en relación con los organismos superiores. - Inmunidad. - Enfermedades infecciosas: Generalidades. - Enfermedades de infección de heridas - Erisipela.,,,,
